Race Name,Distance,Street,Road,Paved,Asphalt,Path,Cycleway,Unpaved,State Road,Cobblestones,Unknown,Compacted Gravel,Off-grid (unknown),Singletrack,Access Road,Alpine,Net Gain,Lowest Elevation,Highest Elevation,Vertical Gain,Downhill
2021 Estonian Road National Championships - ITT,30.864,,30.6,0.161,30.6,,0.151,,,,0.113,,0.113,,,,-10,46,113,170,180
2021 Estonian Road National Championships,116.2,15,54.3,1.84,99.6,19.3,13.1,4.55,,,14.8,,14.5,4.55,,,,72,188,1310,1310
2021 Ethias Tour de Wallonie Stage 1,181.4,,129,11.8,169,,17.9,,34.5,0.445,,,,,,,90,75,310,1870,1780
2021 Ethias Tour de Wallonie Stage 2,94.06,1.86,,6.49,3.56,,8.2,28.5,,,84,,84,28.5,,,,27,38,870,870
2021 Ethias Tour de Wallonie Stage 3,171.05,1.67,113,24.1,147,,8.78,,47.6,0.344,,,,,,,-340,190,674,2670,3010
2021 Ethias Tour de Wallonie Stage 4,204.295,8.81,177,25.1,177,0.395,4.69,0.395,13.4,2.16,,,,,,,-210,93,435,2530,2740
2021 Ethias Tour de Wallonie Stage 5,189.07,9.27,87.6,15.6,173,,13.2,,79,0.969,,,,,,,-70,27,374,1740,1810
2021 Etoile de Besseges - Tour du Gard Stage 1,143.765,2.8,105,0.259,143,,,,35.6,,0.365,,0.365,,,,20,,71,460,440
2021 Etoile de Besseges - Tour du Gard Stage 2,154.26,1.31,148,6.03,148,,,,4.95,,0.155,,,,,,-10,56,202,1240,1250
2021 Etoile de Besseges - Tour du Gard Stage 3,154.18,1.83,141,8.65,143,,,,8.88,,2.77,,2.47,,,,-20,86,557,2110,2130
2021 Etoile de Besseges - Tour du Gard Stage 4,151.61,0.72,128,7.71,144,1.19,,,21.7,,,,,,,,-20,33,340,1690,1710
2021 Etoile de Besseges - Tour du Gard Stage 5,10.644,0.564,4.21,1.94,8.71,,,,5.87,,,,,,,,140,128,290,160,20
2021 Eurometropole Tour,176.798,0.498,86,31,145,,35.3,,55,0.518,0.107,,,,,,-90,16,149,1410,1500
2021 Faun-Ardeche Classic,170.591,0.191,125,28.5,142,,14.1,,31.3,,,,,,,,-80,105,685,3130,3210
2021 Finnish Road National Championships - ITT,40.514,,40.4,4.85,35.7,,0.114,,,,,,,,,,,1,58,350,350
2021 Finnish Road National Championships,104.159,29.3,71.9,29.5,73.5,,1.74,,,,1.18,,1.03,,0.189,,-10,12,55,930,940
2021 Five Rings of Moscow Prologue,4.45,4.45,,,,,,,,,4.45,,,,,,,122,123,,
2021 Five Rings of Moscow Stage 1,150.18,1.98,10.2,,150,,138,,,,,,,,,,,130,185,2010,2010
2021 Five Rings of Moscow Stage 2,136.03,1.8,9.23,,136,,125,,,,,,,,,,,129,184,1830,1830
2021 Five Rings of Moscow Stage 3,157,,157,,157,,,,,,,,,,,,,160,213,1230,1230
2021 Five Rings of Moscow Stage 4,132,,,,,,,,,,,,,,,,,157,196,1040,1040
2021 Flanders Tomorrow Tour Stage 1,156.54,1.74,125,32.1,120,,29.8,,,4.5,,,,,,,,13,150,930,930
2021 Flanders Tomorrow Tour Stage 2,153.67,7.39,124,73.5,80.4,,20.7,,1.58,,,,,,,,,18,47,660,660
2021 Flanders Tomorrow Tour Stage 3-1,12.56,,6.43,6.43,6.13,,6.13,,,,,,,,,,,-1,2,10,10
2021 Flanders Tomorrow Tour Stage 3-2,124.99,5.79,87,59.6,65.5,,32.2,,,,,,,,,,,4,43,360,360
2021 French Road National Championships - ITT,45.35,2.36,38.6,9.29,36.1,,,,4.39,,,,,,,,80,288,389,400,320
2021 French Road National Championships,113.62,26.8,55.9,60.1,48.9,,1.99,,25.2,0.869,3.73,,3.73,,,,60,321,454,1720,1660
2021 Fyn Rundt - Tour of Funen,206,,,,,,,,,,,,,,,,-10,1,112,1440,1450
2021 Gent-Wevelgem in Flanders Fields,251,,,,,,,,,,,,,,,,,-3,154,1370,1370
2021 German Road National Championship,175,,,,,,,,,,175,,175,,,,,306,336,2600,2600
2021 German Road National Championships - ITT,30.437,2.67,24.7,2.04,28.1,2.73,0.161,,,,0.219,0.169,0.176,,,,,464,555,300,300
2021 German Road National Championships,184.9,21.9,163,,185,,,,,,,,,,,,110,330,483,3130,3020
2021 Germenica Grand Prix Road Race,153.895,0.425,2.05,4.63,145,,,,147,,4.42,,4.42,,,,-30,432,1468,2980,3010
2021 Giro Ciclistico d'Italia Stage 1,142.317,0.313,138,11.1,131,,0.634,,3.16,,0.217,,0.21,,,,,-2,356,1040,1040
2021 Giro Ciclistico d'Italia Stage 10,162,,,,,,,,,,,,,,,,10,8,353,790,780
2021 Giro Ciclistico d'Italia Stage 2,138.17,1.12,113,3.99,134,,4.15,,19.9,,,,,,,,30,3,284,1050,1020
2021 Giro Ciclistico d'Italia Stage 3,132.215,1.19,120,1.37,131,,0.525,,10.5,0.186,,,,,,,-10,,570,1950,1960
2021 Giro Ciclistico d'Italia Stage 4,25.317,3.27,15.6,2.78,22.2,,6.14,,,,0.311,,0.307,,,,,22,29,40,40
2021 Giro Ciclistico d'Italia Stage 5,142.24,1.64,116,18.2,124,,,,24.6,,,,,,,,530,110,1051,2490,1960
2021 Giro Ciclistico d'Italia Stage 6,177.28,3.28,92.3,12.4,151,,11,,57.3,0.241,13.5,,13.4,,,,360,22,962,1240,880
2021 Giro Ciclistico d'Italia Stage 7,119.974,1.22,118,21.5,98.2,,0.123,,0.465,,0.166,,0.166,,,,1730,267,2003,3380,1650
2021 Giro Ciclistico d'Italia Stage 8,115,,,,,,,,,,,,,,,,320,265,1876,2540,2220
2021 Giro Ciclistico d'Italia Stage 9,167,,,,,,,,,,,,,,,,-80,343,2028,3270,3350
2021 Giro Ciclistico della Valle d'Aosta - Mont Blanc Stage 1,110.752,8.21,89.3,23.6,86.4,0.168,,0.118,12.9,,0.599,,0.174,,,,-10,527,1409,2780,2790
2021 Giro Ciclistico della Valle d'Aosta - Mont Blanc Stage 2,159,,,,,,,,,,,,,,,,970,313,1999,4500,3530
2021 Giro Ciclistico della Valle d'Aosta - Mont Blanc Stage 3,148.71,5.54,111,21.1,128,,1.07,,31.1,0.103,,,,,,,1120,447,1662,4130,3010
2021 Giro d'Italia Criterium,69.4,,,,,,,,,,,,,,,,,21,27,160,160
2021 Giro d'Italia Internazionale Femminile Stage 1,26.721,0.168,23.2,4.84,21.3,,0.411,,2.82,0.408,0.133,,0.122,,,,160,322,534,250,90
2021 Giro d'Italia Internazionale Femminile Stage 10,112.259,9.48,100,50.4,61.5,,1.92,,,,0.957,,0.859,,,,10,38,261,1050,1040
2021 Giro d'Italia Internazionale Femminile Stage 2,100.152,0.167,93.6,0.253,93.9,3,0.912,4.07,0.523,,1.95,,1.95,,,,990,410,1607,1970,980
2021 Giro d'Italia Internazionale Femminile Stage 3,134.084,1.02,70.1,1.81,132,,0.661,,62,,0.303,,0.303,,,,80,90,372,1430,1350
2021 Giro d'Italia Internazionale Femminile Stage 4,11.166,,10.4,,11.1,,0.766,,,,,,,,,,520,1215,1728,540,20
2021 Giro d'Italia Internazionale Femminile Stage 5,119,,,,,,,,,,,,,,,,20,125,159,250,230
2021 Giro d'Italia Internazionale Femminile Stage 6,157,,,,,,,,,,,,,,,,10,200,327,1950,1940
2021 Giro d'Italia Internazionale Femminile Stage 7,108.09,8.89,96,12.1,94.6,,,,3.2,1.27,,,,,,,-70,77,335,1210,1280
2021 Giro d'Italia Internazionale Femminile Stage 8,130.217,0.957,108,3.22,127,,2.66,,18.6,,,,,,,,-10,10,63,210,220
2021 Giro d'Italia Internazionale Femminile Stage 9,124.218,0.799,114,2.04,120,,0.519,,8.9,1.31,,,,,,,1150,124,1294,2250,1100
2021 Giro d'Italia Stage 1,8.434,0.651,5.12,0.677,6.97,,1.54,,0.43,,0.693,,0.693,,,,-10,219,242,50,60
2021 Giro d'Italia Stage 10,140,,,,,,,,,,,,,,,,-400,215,990,1600,2000
2021 Giro d'Italia Stage 11,162.372,1.42,90.3,4.41,126,9.06,0.292,32.5,61.3,,,,,,,,250,132,618,2350,2100
2021 Giro d'Italia Stage 12,211.361,0.178,74.9,,211,,0.681,0.166,135,,0.62,,0.602,0.177,,,140,50,1301,4500,4360
2021 Giro d'Italia Stage 13,199,,,,,,,,,,,,,,,,60,-1,66,300,240
2021 Giro d'Italia Stage 14,206,,,,,,,,,,,,,,,,1680,32,1728,3440,1760
2021 Giro d'Italia Stage 15,146.427,2.55,116,15.4,130,,3.06,,24.2,,0.617,,0.617,,,,90,,301,1600,1510
2021 Giro d'Italia Stage 16,153,,,,,,,,,,,,,,,,1150,36,2226,3970,2820
2021 Giro d'Italia Stage 17,194,,,,,,,,,,,,,,,,-160,141,1407,3570,3730
2021 Giro d'Italia Stage 18,231,,,,,,,,,,,,,,,,-110,29,329,1670,1780
2021 Giro d'Italia Stage 19,165.68,1.78,79.1,5.31,160,,3,,81.8,,,,,,,,1380,114,1532,2960,1580
2021 Giro d'Italia Stage 2,178.804,1.29,95,5,173,,1.38,,80.4,0.298,0.773,,0.734,,,,-100,121,315,790,890
2021 Giro d'Italia Stage 20,164,,,,,,,,,,,,,,,,1540,197,2115,3730,2190
2021 Giro d'Italia Stage 21,30.4,,,,,,,,,,,,,,,,-30,120,180,60,90
2021 Giro d'Italia Stage 3,190.823,0.777,105,10.6,180,,8.78,,76.1,,0.166,,0.166,,,,-110,115,626,1920,2030
2021 Giro d'Italia Stage 4,187,,,,,,,,,,,,,,,,970,53,1040,3200,2230
2021 Giro d'Italia Stage 5,177,,,,,,,,,,,,,,,,-30,1,77,440,470
2021 Giro d'Italia Stage 6,161,,,,,,,,,,,,,,,,830,137,1535,3560,2730
2021 Giro d'Italia Stage 7,181.851,5.86,82.8,1.09,179,,0.251,,91.4,,1.54,,1.54,,,,-20,1,326,1650,1670
2021 Giro d'Italia Stage 8,171.57,2.65,78.7,8.88,158,,,,85.6,,4.62,,4.62,,,,370,57,1396,3030,2660
2021 Giro d'Italia Stage 9,157.739,1.63,31,5.39,150,1.34,,1.55,123,,0.796,,0.769,,,,830,510,1658,3750,2920
2021 Giro del Medio Brenta,170.54,5.32,131,6.52,164,,1.82,,32.4,,0.109,,,,,,1050,19,1098,2010,960
2021 Giro del Veneto,168,,,,,,,,,,,,,,,,-30,11,425,1750,1780
2021 Giro dell'Appennino,192,,,,,,,,,,,,,,,,-180,,766,2810,2990
2021 Giro dell'Emilia Internazionale Donne Elite,86.34,3.83,38.8,1.91,84.4,,2.11,,41.6,,,,,,,,210,7,266,350,140
2021 Giro dell'Emilia,194,,,,,,,,,,,,,,,,180,38,884,3390,3210
2021 Giro della Toscana - Memorial Alfredo Martini,193,,153,2.1,189,,,,38.3,,1.7,,1.7,,,,10,7,638,2090,2080
2021 Giro di Sicilia - Tour of Sicily Stage 1,179,,,,,,,,,,,,,,,,-10,,641,1880,1890
2021 Giro di Sicilia - Tour of Sicily Stage 2,173.051,1.84,111,2.28,170,,0.741,,58.3,,1.17,,1.17,,,,-50,1,850,2380,2430
2021 Giro di Sicilia - Tour of Sicily Stage 3,178.712,,112,,179,,,,66.2,,0.512,,0.512,,,,220,7,1106,3500,3280
2021 Giro di Sicilia - Tour of Sicily Stage 4,179.89,1.81,91.2,4.53,173,,1.65,,82.7,0.295,2.53,,2.53,,,,-50,3,1122,3290,3340
2021 Gooikse Pijl,198.1,,115,100,98.1,,83.1,,,,,,,,,,-10,26,95,1690,1700
2021 GP Adria Mobil,180,,,,,,,,,,,,,,,,-30,149,620,2420,2450
2021 Gp Capodarco Comunita Di Capodarco,179,,,,,,,,,,,,,,,,200,1,222,1770,1570
2021 GP de Fourmies ,197.67,5.89,187,15.3,182,,4.78,,,,,,,,,,-30,152,251,1890,1920
2021 GP de Plouay - Lorient Agglomeration Trophee CERATIZIT,151.9,2.9,149,41.1,110,,,,,,,,,,,,,54,152,1730,1730
2021 GP Eco-Struct,123.4,82.9,,74.5,46.1,,40.5,,,2.85,,,,,,,,6,11,160,160
2021 GP Himmerland Rundt,198.52,3.08,156,27.5,166,0.74,26.7,3.41,12,,2.39,,,,,,10,1,59,1060,1050
2021 GP Industria & Artigianato,191.28,3.38,170,29.5,162,,,,17.9,,,,,,,,-10,19,353,2300,2310
2021 GP Kranj,159,,,,,,,,,,,,,,,,,340,400,1200,1200
2021 GP Oetingen,117.467,4.42,72.9,8.19,99.9,,39.9,,0.247,9.31,,,,,,,10,19,98,1000,990
2021 GP Slovenia,172,,,,,,,,,,,,,,,,20,330,466,1240,1220
2021 GP Slovenian Istria,153.452,0.902,71.9,10.9,143,,7.95,,72.7,,,,,,,,-30,1,257,2260,2290
2021 GP Torres Vedras - Trofeu Joaquim Agostinho Stage 1,85.1,,,,,,,,,,,,,,,,340,3,392,1280,940
2021 GP Torres Vedras - Trofeu Joaquim Agostinho Stage 2,167.47,1.37,107,5.35,162,,,,59.1,,,,,,,,-50,10,332,2560,2610
2021 GP Torres Vedras - Trofeu Joaquim Agostinho Stage 3,185.37,12.5,73.7,11.3,173,,8.17,,91,0.673,,,,,,,520,2,644,2800,2280
2021 Gran Piemonte,167.199,0.589,118,0.376,165,,2.01,,46.6,1.91,,,,,,,-50,217,586,1500,1550
2021 Gran Premio Ciudad de Eibar,116.977,,31.8,2.15,114,,1.37,,83.1,,0.905,,0.707,,,,430,4,578,1870,1440
2021 Gran Premio Eccellenze Valli del Soligo (Cronosquadre),17.536,0.376,15,2.5,15,,2.16,,,,,,,,,,,142,240,160,160
2021 Gran Premio Miguel Indurain,204,,,,,,,,,,,,,,,,20,341,845,3280,3260
2021 Grand Prix Alanya,147.42,16.9,89.5,27.6,116,,1.44,,37.5,1.8,2.08,,2.08,,,,,,292,2630,2630
2021 Grand Prix Bob Jungels,130.9,,54.5,,131,24.7,,,51.7,,,,,,,,,300,373,1230,1230
2021 Grand Prix Chantal Biya Stage 1,120.95,,76,30.1,60.6,,,28.6,43.3,,1.65,,1.65,,,,,1250,1360,1380,1380
2021 Grand Prix Chantal Biya Stage 2,130.31,0.74,6.14,41.9,78.6,,,8.38,122,,1.43,,1.43,,,,40,385,596,1030,990
2021 Grand Prix Chantal Biya Stage 3,170.6,0.216,4.89,0.216,166,,,4.67,165,,0.494,,0.494,,,,-140,560,747,1590,1730
2021 Grand Prix Chantal Biya Stage 4,110.976,,59.9,,44.6,,,65.6,50.4,,0.676,,0.676,,,,,633,736,1260,1260
2021 Grand Prix Chantal Biya Stage 5,168.734,0.216,0.218,0.443,168,,,,168,,0.3,,0.3,,,,40,638,746,1630,1590
2021 Grand Prix Cycliste la Marseillaise,170.302,,128,0.95,169,,2.17,,39.6,,0.532,,0.532,,,,-150,10,732,2810,2960
2021 Grand Prix d'Isbergues - Pas de Calais,200.531,58.7,106,68.7,132,,0.731,,35.1,,,,,,,,,16,106,840,840
2021 Grand Prix de Denain - Porte du Hainaut,200.23,7.47,168,19.9,158,7.15,15.1,1.24,2.51,21.5,,,,,,,-10,20,114,1060,1070
2021 Grand Prix de la Somme Conseil Departemental 80,179.08,6.08,173,16.4,162,,,,,0.701,,,,,,,40,36,191,1670,1630
2021 Grand Prix de la ville de Perenchies,162.56,3.27,150,27.1,130,,5.7,,3.59,5.97,,,,,,,,18,48,490,490
2021 Grand Prix de Wallonie,209.6,18.7,135,22.6,187,,16.9,,39,0.18,,,,,,,-80,82,531,2820,2900
2021 Grand Prix Develi,130.6,,79.4,,131,,,,51.2,,,,,,,,1010,1072,2218,1350,340
2021 Grand Prix du Morbihan Feminin,101.71,2.19,92.6,23.8,78,,,,6.92,,,,,,,,,51,126,1040,1040
2021 Grand Prix du Morbihan,176.11,1.89,158,21.4,154,,1.62,,14.6,,,,,,,,50,1,143,1630,1580
2021 Grand Prix Erciyes - Mimar Sinan,149.4,,48.4,0.505,149,,,,101,,,,,,,,10,1056,1420,1110,1100
2021 Grand Prix Feminin de Chambery,98.967,,96.9,5.32,93.7,,1.85,,0.217,,,,,,,,30,239,376,1610,1580
2021 Grand Prix Gazipasa,155.715,,57.6,0.647,155,,,,97.9,,0.215,,0.215,,,,-10,4,251,1760,1770
2021 Grand Prix Gundogmus,106,,,,,,,,,,,,,,,,890,,1034,1910,1020
2021 Grand Prix Herning,196,,,,,,,,,,,,,,,,20,15,104,780,760
2021 Grand Prix International d'Isbergues - Pas de Calais Feminin,116.331,22.9,70.9,29,87.3,,0.731,,21.8,,,,,,,,-10,16,106,630,640
2021 Grand Prix Kayseri,136.683,2.38,19.2,2.08,134,0.103,,0.103,115,,0.299,,,,,,1020,1024,2083,1910,890
2021 Grand Prix Mediterrennean,157.133,0.425,30.1,1.23,155,,,,126,,0.608,,0.608,,,,-30,-2,239,840,870
2021 Grand Prix Ruebliland Stage 1,95.05,2.43,48.4,3.35,91.7,,8.82,,35.4,,,,,,,,,335,513,1020,1020
2021 Grand Prix Ruebliland Stage 2-1,87.07,5.37,76,11.3,75,,5.7,,,,0.8,,,,,,10,353,487,820,810
2021 Grand Prix Ruebliland Stage 2-2,10.101,2.31,6.22,3.84,6.25,1.04,0.531,,,,,,,,,,,395,423,60,60
2021 Grand Prix Ruebliland Stage 3,119.9,25.5,84.2,57.3,62.5,,10.2,,,0.101,,,,,,,,455,637,1760,1760
2021 Grand Prix Velo Alanya,106,,,,,,,,,,,,,,,,890,,1034,1910,1020
2021 Grand Prix Velo Erciyes,108.7,,60.9,,109,,,,47.8,,,,,,,,1020,1072,2218,1310,290
2021 Grand Prix Velo Manavgat,147.32,1.52,13.8,1.6,146,,,,132,,,,,,,,,,28,420,420
2021 Grand Prix West Bohemia,133,,133,13.2,120,,,,,,,,,,,,,346,413,1940,1940
2021 Gravel and Tar Classic,163.87,5.84,145,118,2.85,,3.37,37.6,5.11,,4.55,,4.55,,,,-30,33,298,1490,1520
2021 Gravel and Tar la Femme,86.66,5.84,67.9,65.1,2.74,,3.26,14.2,4.99,,4.67,,4.67,,,,-40,33,298,640,680
2021 Grosser Preis des Kantons Aargau,173.968,0.288,144,71.8,98.1,3.56,1.32,3.72,24.8,,,,,,,,,313,600,2630,2630
2021 Grote prijs Beerens,138.809,30.2,52.5,67.8,63.8,1.23,50.7,0.396,3.12,4.32,2.57,,0.911,0.13,0.148,,10,3,30,400,390
2021 Grote prijs Jean-Pierre Monsere,200,,,,,,,,,,,,,,,,,18,48,770,770
2021 Grote Prijs Jef Scherens - Rondom Leuven,192.788,74.6,71.8,14.5,169,,22.8,,17.4,3.86,5.91,,5.91,,0.278,,10,16,59,1520,1510
2021 Grote Prijs Marcel Kint,193.001,19.1,69.9,41.6,146,,97.7,0.62,6.12,4.75,0.181,2.27,0.181,2.89,,,10,11,90,1190,1180
2021 Gylne Gutuer,169.024,2.6,146,53.1,88.6,2.89,0.534,2.89,17,,1.38,23.4,,,,,,140,262,1260,1260
2021 Healthy Ageing Tour Stage 1,129.38,19.7,,,19.7,0.68,,0.115,,,110,,109,0.623,,,,9,13,180,180
2021 Healthy Ageing Tour Stage 2,14.2,,14.2,,14.2,,,,,,,,,,,,,,2,,
2021 Healthy Ageing Tour Stage 3,116,,,,,,,,,,,,,,,,20,12,42,760,740
2021 Hellenic Road National Championships - ITT,19.1,,19.1,,19.1,,,,,,,,,,,,,68,167,170,170
2021 Hellenic Road National Championships,117,,117,,117,,,,,,,,,,,,,23,169,1600,1600
2021 Henryk LASAK Memorial,144.57,24.9,118,8.59,133,1.67,,2.1,,,0.485,,,,,,-10,399,809,3090,3100
2021 Heylen Vastgoed Heistse Pijl,192,,,,,,,,,,,,,,,,-10,3,43,600,610
2021 Hungarian Road National Championships - ITT,36.6,,,,,,,,,,,,,,,,,117,152,90,90
2021 Hungarian Road National Championships,191.697,0.388,181,39.7,152,0.109,10.2,0.109,,,0.101,,,,,,,91,99,270,270
2021 Il Lombardia,239,,,,,,,,,,,,,,,,-40,200,1261,4940,4980
2021 In the Footsteps of the Romans Stage 1,125.597,5.46,120,80.8,45.1,,,,,,0.137,,0.137,,,,,791,908,1110,1110
2021 In the Footsteps of the Romans Stage 2,136.819,4.67,132,93.1,43.5,,,,,,0.149,,0.149,,,,-90,704,929,1400,1490
2021 International Rhodes GP Powered by Mitsis Hotels,186,,,,,,,,,,,,,,,,,2,480,1860,1860
2021 International Tour of Rhodes Prologue,1.892,,1.71,,1.71,,,,,,0.182,,0.182,,,,,2,5,,
2021 International Tour of Rhodes Stage 1,138.19,,137,,138,,,,1.19,,,,,,,,10,,690,1700,1690
2021 International Tour of Rhodes Stage 2,150.518,0.218,128,14.5,136,,,,22.3,,,,,,,,110,3,443,2480,2370
2021 International Tour of Rhodes Stage 3,153.885,0.311,104,0.164,153,,,,48.8,,0.774,,0.774,,,,-60,,546,2150,2210
2021 Irish Road National Championships - ITT,33.8,,33.8,,33.8,,,,,,,,,,,,,6,65,180,180
2021 Irish Road National Championships,93.374,,93.2,12.3,80.9,,,,,,0.174,,0.174,,,,,30,222,1050,1050
2021 Israeli Road National Championships - ITT,28.29,,,,,2.89,,2.89,,,25.4,,25.4,,,,,5,23,110,110
2021 Israeli Road National Championships,151.8,,28.8,,152,,,,123,,,,,,,,,175,350,1650,1650
2021 Istrian Spring Trophy Prologue,0.984,,,0.984,,,0.984,,,,,,,,,,,,1,,
2021 Istrian Spring Trophy Stage 1,165.767,1.57,91,1.89,157,6.56,0.137,6.54,66.5,,,,,,,,10,3,385,1570,1560
2021 Istrian Spring Trophy Stage 2,164,,,,,,,,,,,,,,,,,4,406,2100,2100
2021 Istrian Spring Trophy Stage 3,140.9,,72,,141,,,,68.9,,,,,,,,-170,-2,322,1170,1340
2021 Italian Road National Championships - ITT,45.547,3.42,41.3,6.47,38.6,0.267,0.246,,,0.184,0.314,,0.314,,,,,19,185,430,430
2021 Italian Road National Championships,176,,,,,,,,,,,,,,,,,33,261,1890,1890
2021 Itzulia Basque Country Stage 1,139,,,,,,,,,,,,,,,,-30,4,258,260,290
2021 Itzulia Basque Country Stage 2,153,,,,,,,,,,,,,,,,-40,4,492,2550,2590
2021 Itzulia Basque Country Stage 3,167.055,2.68,137,9.77,157,3.24,,0.182,23.8,,0.335,,0.335,,,,250,123,746,2520,2270
2021 Itzulia Basque Country Stage 4,190,,,,,,,,,,,,,,,,-510,2,600,2830,3340
2021 Itzulia Basque Country Stage 5,159,,,,,,,,,,,,,,,,10,1,363,2430,2420
2021 Itzulia Basque Country Stage 6,111.348,4.81,81.2,5.23,106,0.452,0.986,,23.9,,,,,,,,510,13,679,3200,2690
2021 Japanese Road National Championships - ITT,35.7,,,35.7,,,35.7,,,,,,,,,,,265,365,540,540
2021 Japanese Road National Championships,97.3,,,97.3,,,97.3,,,,,,,,,,,260,367,1450,1450
2021 Joe Martin Stage Race Stage 1,184.335,0.675,91.9,0.355,184,,2.56,,89.2,,,,,,,,10,146,631,1750,1740
2021 Joe Martin Stage Race Stage 2,168.068,1.96,97.6,4.36,163,,2.67,,65.3,,0.538,,0.538,,,,160,357,630,1730,1570
2021 Joe Martin Stage Race Stage 3,4.79,0.22,4.57,,4.57,,,,,,0.22,,,,,,170,308,499,210,40
2021 Joe Martin Stage Race Stage 4,61.67,14.7,19.3,3.41,53,,22.3,,,,5.37,,5.37,,,,-10,404,432,710,720
2021 Johan Museeuw Classic - G.P. Stad Gistel,119.3,15.5,60.5,55.6,63.7,,43.3,,,,,,,,,,,-1,8,170,170
2021 Kahramanmaras Grand Prix Road Race,133.044,0.274,35.4,0.855,130,,,,95.7,,1.67,,1.67,,,,-30,432,747,950,980
2021 Kampioenschap van Vlaanderen,195.98,28.2,62.6,87.2,109,,96.7,,8.48,,,,,,,,-10,23,45,660,670
2021 Kayseri Junior Race Stage 1,5.613,,5.09,2.46,2.8,,,,0.167,,0.356,,0.356,,,,,1064,1073,20,20
2021 Kayseri Junior Race Stage 2,103.792,0.192,47.1,0.192,104,,,,56.5,,,,,,,,10,1159,1418,860,850
2021 Keizer der Juniores Stage 1-1,5.933,,5.25,5.25,0.683,,0.683,,,,,,,,,,10,-1,1,10,
2021 Keizer der Juniores Stage 1-2,99.33,47.7,31.9,60.9,38.4,,16.4,,3.33,,,,,,,,,2,20,280,280
2021 Keizer der Juniores Stage 2,103,,,,,,,,,,,,,,,,,7,118,530,530
2021 Kreiz Breizh Elites Stage 1,12.6,,12.6,4.78,7.8,,,,,,,,,,,,,106,169,90,90
2021 Kreiz Breizh Elites Stage 2,189.98,7.78,171,44.1,145,,,,11.2,,,,,,,,20,50,288,1960,1940
2021 Kreiz Breizh Elites Stage 3,180.349,11.9,168,25.3,155,,,,0.276,,0.221,,0.173,,,,-40,81,278,2440,2480
2021 Kreiz Breizh Elites Stage 4,180.6,24.6,156,36.8,144,,,,,,,,,,,,130,100,285,2260,2130
2021 Kuurne - Bruxelles - Kuurne,197,,,,,,,,,,,,,,,,10,8,164,1690,1680
2021 L'Etoile d'Or Stage 1-1,9.67,,9.67,,9.67,,,,,,,,,,,,,75,121,60,60
2021 L'Etoile d'Or Stage 1-2,142.176,3.26,129,20.4,122,,,,9.66,,0.256,,0.256,,,,-10,76,185,760,770
2021 L'Etoile d'Or Stage 2,182.22,1.52,168,17.1,165,,,,12.7,,,,,,,,,71,217,1250,1250
2021 La Choralis Fourmies Feminine,119.41,4.63,110,13.2,106,,4.78,,,,,,,,,,-30,152,251,1090,1120
2021 La Classique des Alpes Juniors,128.727,0.627,101,7.66,121,,,,27.1,,,,,,,,-60,216,1154,2600,2660
2021 La Classique Morbihan,116.93,3.27,112,8.22,109,,,,1.66,,,,,,,,80,25,165,1140,1060
2021 La Course by Le Tour de France,107.355,0.995,79.7,3.43,104,,3.46,,23.2,0.184,,,,,,,120,4,178,1640,1520
2021 La Fleche Wallonne Feminine,129.339,7.32,89.3,23.1,106,0.179,3.64,0.179,28.9,,,,,,,,-30,70,305,1880,1910
2021 La Fleche Wallonne,192.248,11.6,152,24.8,168,,8.18,,20.3,,0.261,,0.168,,,,70,70,302,2790,2720
2021 La Perigord Ladies,110.711,0.439,110,29.2,81.6,,,,,,0.272,,0.272,,,,-20,88,300,1180,1200
2021 La Philippe Gilbert juniors Stage 1,83.8,,61.9,,83.7,,,,21.9,,,,,,,,50,188,446,1320,1270
2021 La Philippe Gilbert juniors Stage 2,119.533,3.54,71.7,9.01,111,,0.693,,43.6,,,,,,,,-50,127,534,1890,1940
2021 La Picto - Charentaise,131.084,3.88,127,20.8,111,,0.204,,,,,,,,,,30,64,128,670,640
2021 La Poly Normande,169,,169,60.4,108,,,,,,,,,,,,70,35,189,2110,2040
2021 La Ronde des Vallees Stage 1,105.072,5.18,99.5,25.7,79.2,,0.206,,,,0.186,,0.186,,,,30,41,148,1020,990
2021 La Ronde des Vallees Stage 2-1,11.626,0.126,11.5,0.334,11.3,,,,,,,,,,,,10,105,161,120,110
2021 La Ronde des Vallees Stage 2-2,99.16,1.94,95.7,19.3,79.9,,,,1.52,,,,,,,,40,80,267,1170,1130
2021 La Roue Tourangelle Centre Val de Loire - Trophee Harmonie Mutuelle,202.887,12.2,182,40.5,162,,2.33,,5.99,0.521,0.395,,0.367,,,,,30,134,1460,1460
2021 La Route Adelie de Vitre,197.6,13.4,158,35.5,162,,10.8,,15.4,,,,,,,,,67,123,2170,2170
2021 La Route d'Occitanie - La Depeche du Midi Stage 1,154.922,0.522,144,6.54,149,,,,10.4,,,,,,,,780,4,971,2630,1850
2021 La Route d'Occitanie - La Depeche du Midi Stage 2,198.856,0.128,156,5.02,193,0.362,1.59,,40.6,,0.595,,0.176,,,,-70,73,441,1800,1870
2021 La Route d'Occitanie - La Depeche du Midi Stage 3,192,,,,,,,,,,,,,,,,880,308,2115,4610,3730
2021 La Route d'Occitanie - La Depeche du Midi Stage 4,150.64,0.76,127,2,137,,6.68,11.3,16.2,,,,,,,,50,83,1049,2480,2430
